Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling
Hill Weber,20170810,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,36.7981,29.00764,15.56853,10,10,858.1,722
Hill Weber,20170810,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,28.39355,34.82101,18.64296,6,10,858.4,722
Hill Weber,20170810,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,18.4021,40.05028,20.89122,3,10,858.4,722
Hill Weber,20170810,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,14.38599,49.70566,23.76257,5,10,858.1,722
Hill Weber,20170810,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,12.24976,52.84271,22.47458,6,10,857.8,722
Hill Weber,20170810,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,12.19482,50.97961,21.62174,0,10,857.5,722
Hill Weber,20170811,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,28.25317,32.29324,15.57551,6,10,856.6,722
Hill Weber,20170811,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,21.14258,36.73698,19.18082,8,10,856.3,722
Hill Weber,20170811,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,19.11011,37.42432,21.21424,5,10,856.3,722
Hill Weber,20170811,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,12.71362,47.07214,22.48542,3,10,856,722
Hill Weber,20170811,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,11.57227,54.1066,22.68031,0,10,855.5,722
Hill Weber,20170811,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,10.44312,56.06285,21.33986,6,10,854.9,722
Hill Weber,20170812,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,25.8728,36.74454,17.45962,5,10,854.3,722
Hill Weber,20170812,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,21.80176,35.47058,21.93165,14,10,854.3,722
Hill Weber,20170812,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,13.76953,45.07812,22.47118,5,10,854,722
Hill Weber,20170812,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,10.49805,52.95097,22.24347,0,10,853.7,722
Hill Weber,20170812,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,8.58154,55.42084,21.59058,9,10,852.8,722
Hill Weber,20170813,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,31.34766,29.76044,8.36544,6,10,853.1,140
Hill Weber,20170813,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,26.3916,31.66382,20.44536,10,10,853.1,722
Hill Weber,20170813,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,23.36426,34.14124,22.08941,21,10,852.8,722
Hill Weber,20170813,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,17.34619,41.2915,22.2049,10,10,852.5,722
Hill Weber,20170813,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,13.25073,45.75035,23.79344,14,10,851.9,722
Hill Weber,20170813,1430,41.15,-111.99,1370,2.01708E+11,8,14,Summer,11.32812,51.59393,22.39949,14,10,851.6,722
Hill Weber,20170813,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,11.83472,49.62761,23.95417,16,10,851.3,722
Hill Weber,20170814,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,34.3811,28.41599,15.28024,8,10,850.5,170
Hill Weber,20170814,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,29.30298,29.68742,17.56212,8,10,850.5,722
Hill Weber,20170814,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,23.05908,34.76814,21.72968,7,10,850.2,722
Hill Weber,20170814,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,19.2688,38.12424,17.47529,6,10,849.9,170
Hill Weber,20170814,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,13.83667,47.67891,20.98342,0,10,849.6,170
Hill Weber,20170814,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,14.54468,43.94012,21.50672,13,10,849,180
Hill Weber,20170815,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,37.68921,27.81174,14.71006,0,10,851.9,722
Hill Weber,20170815,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,29.61426,31.04698,5.8431,5,10,852.2,722
Hill Weber,20170815,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,25.38452,33.56972,11.91185,0,10,851.9,722
Hill Weber,20170815,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,15.03906,45.08568,23.23183,3,10,851.6,722
Hill Weber,20170815,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,10.74829,50.26459,23.35998,5,10,851.3,722
Hill Weber,20170815,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,10.16235,49.67796,22.25242,9,10,851.1,722
Hill Weber,20170816,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,25.28076,27.14958,17.38085,14,10,855.2,722
Hill Weber,20170816,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,22.36938,32.34612,19.59877,13,10,855.5,722
Hill Weber,20170816,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,16.8457,39.40575,20.94924,0,10,855.5,722
Hill Weber,20170816,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,9.32007,49.00574,22.22491,3,10,855.2,722
Hill Weber,20170816,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,8.35571,54.21234,22.32483,8,10,854.9,722
Hill Weber,20170816,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,7.42188,56.04271,21.49297,0,10,854.6,722
Hill Weber,20170817,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,24.54834,30.92613,15.43686,9,10,856.9,722
Hill Weber,20170817,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,20.42236,36.18561,18.19833,0,10,857.2,722
Hill Weber,20170817,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,15.67993,36.83266,21.02957,0,10,857.2,722
Hill Weber,20170817,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,12.26196,45.20401,22.55738,8,10,856.9,722
Hill Weber,20170817,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,9.68628,49.64523,22.50918,9,10,856.9,722
Hill Weber,20170817,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,7.92236,52.883,21.22485,8,10,856.6,722
Hill Weber,20170818,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,24.33472,29.04541,15.51917,11,10,857.8,722
Hill Weber,20170818,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,21.73462,34.89655,18.75754,7,10,858.1,722
Hill Weber,20170818,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,16.51611,39.30756,20.7909,6,10,857.8,722
Hill Weber,20170818,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,9.59473,49.08127,22.39231,3,10,857.5,722
Hill Weber,20170818,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,7.92236,52.95097,22.37487,5,10,857.2,722
Hill Weber,20170818,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,7.59888,56.73759,20.81299,9,10,856.9,722
Hill Weber,20170819,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,22.76611,27.78908,15.69671,14,10,855.5,722
Hill Weber,20170819,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,20.81909,34.2646,19.11363,10,10,855.8,722
Hill Weber,20170819,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,15.08789,41.98387,20.60607,3,10,855.5,722
Hill Weber,20170819,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,8.62427,52.23595,21.95647,5,10,855.2,722
Hill Weber,20170819,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,5.98145,59.32076,21.82572,7,10,854.6,722
Hill Weber,20170819,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,5.95093,56.70738,20.99746,5,10,854,722
Hill Weber,20170820,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,23.69385,31.60088,15.29119,10,10,854.6,722
Hill Weber,20170820,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,21.75903,34.83864,18.38783,7,10,854.9,722
Hill Weber,20170820,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,16.37573,37.50237,21.80449,6,10,854.9,722
Hill Weber,20170820,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,12.29858,46.52328,22.06919,6,10,854.6,722
Hill Weber,20170820,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,8.41675,56.73508,21.85584,5,10,854.3,722
Hill Weber,20170820,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,7.84302,57.98134,20.65512,6,10,853.7,722
Hill Weber,20170821,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,24.34692,30.94879,15.1993,9,10,856.9,722
Hill Weber,20170821,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,22.14355,33.60245,10.08837,6,10,856.9,722
Hill Weber,20170821,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,32.1228,27.77649,8.28939,3,10,857.2,722
Hill Weber,20170821,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,15.71655,47.70912,21.66408,0,10,857.2,722
Hill Weber,20170821,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,10.98022,54.90471,21.50398,3,10,857.2,722
Hill Weber,20170821,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,8.52661,55.52155,20.7993,9,10,856.9,722
Hill Weber,20170822,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,34.19189,23.91182,8.33954,10,10,859.6,220
Hill Weber,20170822,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,27.54517,32.8849,11.86271,8,10,859.6,722
Hill Weber,20170822,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,13.5437,47.16026,22.36639,8,10,859.3,722
Hill Weber,20170822,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,10.47974,49.71069,21.75405,7,10,858.7,200
Hill Weber,20170822,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,9.10034,54.78889,21.38389,7,10,858.1,220
Hill Weber,20170823,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,28.17383,32.31842,15.79894,7,10,857.8,722
Hill Weber,20170823,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,26.33667,35.49576,8.05656,3,10,858.1,140
Hill Weber,20170823,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,18.80493,41.3343,21.21103,5,10,857.8,140
Hill Weber,20170823,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,13.29346,47.11746,21.66563,0,10,857.5,722
Hill Weber,20170823,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,10.54077,51.60904,22.50586,5,10,856.9,722
Hill Weber,20170823,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,8.37402,58.09212,21.47165,5,10,855.8,722
Hill Weber,20170824,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,30.32837,29.65218,14.95365,13,10,854.9,722
Hill Weber,20170824,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,26.75171,35.50583,18.18081,6,10,854.9,722
Hill Weber,20170824,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,19.86084,40.02762,20.47321,5,10,854.6,722
Hill Weber,20170824,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,13.23853,46.48552,21.96699,0,10,854,722
Hill Weber,20170824,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,11.33423,51.62666,21.97458,6,10,854,722
Hill Weber,20170824,1430,41.15,-111.99,1370,2.01708E+11,8,14,Summer,11.43799,50.3376,21.74381,8,10,853.4,722
Hill Weber,20170824,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,9.63135,52.89307,20.86098,3,10,853.1,722
Hill Weber,20170825,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,26.82495,28.39584,16.53368,17,10,854.6,722
Hill Weber,20170825,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,22.82104,34.79584,18.27026,7,10,854.9,722
Hill Weber,20170825,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,14.16626,47.01675,21.27206,6,10,854.6,722
Hill Weber,20170825,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,9.57031,54.16702,21.46169,6,10,854.6,722
Hill Weber,20170825,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,11.01685,59.40636,20.35592,7,10,854,722
Hill Weber,20170826,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,23.90747,30.94879,8.22371,15,10,858.1,722
Hill Weber,20170826,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,23.86475,35.50583,19.02889,9,10,858.4,722
Hill Weber,20170826,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,15.17334,41.24619,22.44732,6,10,858.7,722
Hill Weber,20170826,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,13.90991,51.62163,21.38928,5,10,858.7,722
Hill Weber,20170826,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,8.39844,56.73256,21.44335,3,10,858.4,722
Hill Weber,20170826,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,7.37915,56.12328,20.68286,9,10,858.1,722
Hill Weber,20170827,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,24.06006,29.7554,14.79896,13,10,860.4,722
Hill Weber,20170827,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,20.91675,35.54863,17.82404,10,10,860.4,722
Hill Weber,20170827,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,16.1377,43.19992,20.13988,5,10,860.4,722
Hill Weber,20170827,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,9.91211,50.27466,21.53122,0,10,859.9,722
Hill Weber,20170827,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,6.52466,56.08551,21.56384,7,10,859.6,722
Hill Weber,20170827,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,7.23267,56.80557,20.48269,9,10,859,722
Hill Weber,20170828,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,21.14258,29.06052,14.80159,18,10,858.1,722
Hill Weber,20170828,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,19.36035,36.10504,17.73679,9,10,858.4,722
Hill Weber,20170828,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,14.67896,43.90236,19.90631,6,10,858.4,722
Hill Weber,20170828,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,12.99438,52.21329,21.36671,5,10,858.1,722
Hill Weber,20170828,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,7.26318,58.02666,21.01696,5,10,857.5,722
Hill Weber,20170828,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,6.81763,57.40479,19.74253,5,10,857.2,722
Hill Weber,20170829,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,22.80884,30.28412,9.24699,15,10,857.2,722
Hill Weber,20170829,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,19.07959,36.71432,11.85489,14,10,857.2,160
Hill Weber,20170829,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,15.73486,45.19142,20.52737,7,10,857.5,722
Hill Weber,20170829,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,13.09814,52.31903,20.96257,0,10,857.2,722
Hill Weber,20170829,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,8.80127,53.58292,21.17226,7,10,856.6,722
Hill Weber,20170829,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,10.17456,58.0191,19.66388,7,10,855.8,722
Hill Weber,20170830,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,22.85156,32.88742,10.11047,9,10,856.3,722
Hill Weber,20170830,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,20.8374,37.41425,8.42605,5,10,856.6,722
Hill Weber,20170830,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,17.26074,43.17223,20.77181,3,10,856.6,722
Hill Weber,20170830,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,24.81079,40.60165,19.36239,10,10,856.3,722
Hill Weber,20170830,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,13.41553,49.00826,21.7018,9,10,855.5,722
Hill Weber,20170830,1500,41.15,-111.99,1370,2.01708E+11,8,15,Summer,17.78564,38.66302,8.53549,13,10,855.2,130
Hill Weber,20170831,1000,41.15,-111.99,1370,2.01708E+11,8,10,Summer,45.80688,25.12787,3.55459,6,10,857.2,110
Hill Weber,20170831,1100,41.15,-111.99,1370,2.01708E+11,8,11,Summer,34.85107,29.67232,20.67553,11,10,857.5,200
Hill Weber,20170831,1200,41.15,-111.99,1370,2.01708E+11,8,12,Summer,30.92041,32.20261,13.18788,6,10,857.2,210
Hill Weber,20170831,1300,41.15,-111.99,1370,2.01708E+11,8,13,Summer,21.74072,42.60071,21.94026,5,10,856.9,722
Hill Weber,20170831,1400,41.15,-111.99,1370,2.01708E+11,8,14,Summer,13.39111,51.03752,20.76787,7,10,856.6,722
Hill Weber,20170901,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,33.87451,29.03534,11.59286,9,10,859.6,722
Hill Weber,20170901,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,22.7478,35.55618,14.25869,3,10,859.6,722
Hill Weber,20170901,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,17.69409,41.93352,17.12572,0,10,859.6,722
Hill Weber,20170901,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,14.39209,47.80479,17.90113,3,10,859.3,722
Hill Weber,20170901,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,11.60889,51.53854,17.87655,5,10,859,722
Hill Weber,20170901,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,10.33325,52.92831,16.44396,8,10,858.7,722
Hill Weber,20170902,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,27.6001,27.1244,11.91089,16,10,859.6,722
Hill Weber,20170902,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,24.646,32.3436,15.62535,15,10,859.9,722
Hill Weber,20170902,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,15.87524,40.60669,17.06659,3,10,859.9,722
Hill Weber,20170902,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,10.44312,49.62761,18.25797,3,10,859.6,722
Hill Weber,20170902,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,10.44312,53.60558,17.74777,6,10,859.3,722
Hill Weber,20170902,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,9.64355,56.70738,16.78376,0,10,858.7,722
Hill Weber,20170903,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,25.53711,29.11591,11.68309,16,10,859.9,722
Hill Weber,20170903,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,21.91772,36.09497,15.09081,13,10,860.2,722
Hill Weber,20170903,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,15.49683,42.63092,16.98877,0,10,859.9,722
Hill Weber,20170903,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,10.68726,52.29889,17.89528,0,10,859.6,722
Hill Weber,20170903,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,10.97412,58.01155,17.81685,8,10,859.3,722
Hill Weber,20170903,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,8.03833,58.05435,16.85283,5,10,858.7,722
Hill Weber,20170904,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,23.0835,29.04289,12.10895,14,10,858.4,722
Hill Weber,20170904,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,19.16504,37.35382,14.82377,9,10,858.7,722
Hill Weber,20170904,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,14.83765,43.88474,16.9275,0,10,858.4,722
Hill Weber,20170904,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,7.91016,53.50487,17.71149,6,10,857.8,722
Hill Weber,20170904,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,8.42896,55.51147,17.80604,7,10,857.2,722
Hill Weber,20170904,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,7.37305,53.48724,16.50938,9,10,856.9,722
Hill Weber,20170905,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,22.78442,27.18987,8.05343,25,5,857.8,722
Hill Weber,20170905,1015,41.15,-111.99,1370,2.01709E+11,9,10,Fall,23.29102,27.8067,9.1125,23,5,857.8,722
Hill Weber,20170905,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,21.51489,29.64211,10.9339,23,5,858.1,722
Hill Weber,20170905,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,17.79175,36.10001,15.50859,21,6,857.8,722
Hill Weber,20170905,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,12.71973,45.10582,16.06887,17,5,857.8,722
Hill Weber,20170905,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,10.4187,47.71416,13.96374,0,4,857.5,722
Hill Weber,20170905,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,9.77783,50.96703,13.90335,6,4,856.9,722
Hill Weber,20170905,1545,41.15,-111.99,1370,2.01709E+11,9,15,Fall,11.8103,50.33005,12.34932,7,10,856.6,722
Hill Weber,20170906,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,26.33057,26.4119,9.22548,16,6,856.9,722
Hill Weber,20170906,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,21.74072,32.30835,13.28374,15,6,856.9,722
Hill Weber,20170906,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,17.73071,39.28993,15.1912,10,6,856.9,722
Hill Weber,20170906,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,10.57739,49.03595,16.0452,0,7,856.3,722
Hill Weber,20170906,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,9.96704,48.99567,15.66693,7,7,856,722
Hill Weber,20170906,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,9.28345,52.8553,14.60095,3,6,855.5,722
Hill Weber,20170907,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,19.64111,32.28569,13.96686,14,10,855.8,722
Hill Weber,20170907,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,14.88037,39.42337,15.12709,8,10,855.5,722
Hill Weber,20170907,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,15.58838,41.88568,16.45078,9,10,855.2,722
Hill Weber,20170907,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,11.67603,45.09827,16.22392,7,10,854.9,722
Hill Weber,20170907,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,12.99438,50.94688,14.38905,5,10,854,722
Hill Weber,20170908,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,26.39771,30.91103,11.44054,9,10,854.9,722
Hill Weber,20170908,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,21.875,36.05972,6.93288,6,10,854.9,722
Hill Weber,20170908,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,18.59131,37.44194,18.43178,9,10,854.9,722
Hill Weber,20170908,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,16.39404,41.86554,18.06694,11,10,854.6,722
Hill Weber,20170908,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,12.22534,45.11337,17.83523,13,10,853.7,722
Hill Weber,20170908,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,13.03711,44.50409,9.43909,14,10,853.1,722
Hill Weber,20170909,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,29.63867,30.37224,10.61034,5,10,857.8,722
Hill Weber,20170909,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,27.91138,31.03439,14.79636,10,10,858.1,722
Hill Weber,20170909,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,27.92358,31.05202,23.88004,15,10,857.8,722
Hill Weber,20170909,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,25.78735,34.78828,7.67874,9,10,857.8,160
Hill Weber,20170909,1430,41.15,-111.99,1370,2.01709E+11,9,14,Fall,54.43115,21.89262,8.31946,17,10,857.8,722
Hill Weber,20170909,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,31.98242,30.3521,12.54937,16,10,857.8,100
Hill Weber,20170910,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,27.98462,33.52188,13.93494,0,10,860.4,722
Hill Weber,20170910,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,22.7356,38.69827,16.57797,5,10,860.4,722
Hill Weber,20170910,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,18.17017,47.7771,18.13761,6,10,860.4,722
Hill Weber,20170910,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,13.77563,52.8553,17.98776,3,10,860.2,722
Hill Weber,20170910,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,11.53564,51.604,16.55793,8,10,859.6,722
Hill Weber,20170911,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,35.52856,27.15965,11.09298,15,10,860.4,722
Hill Weber,20170911,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,27.53906,34.13872,14.879,7,10,860.7,722
Hill Weber,20170911,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,13.7085,49.64272,17.69949,5,10,859.9,722
Hill Weber,20170911,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,11.8042,54.15947,17.14981,6,10,859.3,722
Hill Weber,20170911,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,11.75537,52.89055,16.34807,6,10,858.7,722
Hill Weber,20170912,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,29.58374,27.81425,11.64927,15,10,856.6,722
Hill Weber,20170912,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,24.1333,35.41519,14.24182,5,10,856.9,722
Hill Weber,20170912,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,16.96777,42.54532,16.16746,0,10,856.6,722
Hill Weber,20170912,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,11.53564,50.96703,17.18126,5,10,856,722
Hill Weber,20170912,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,13.72681,45.09827,18.45941,17,10,856.3,722
Hill Weber,20170912,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,12.16431,48.33603,17.54621,16,10,856.3,722
Hill Weber,20170912,1530,41.15,-111.99,1370,2.01709E+11,9,15,Fall,10.96191,49.63768,15.71627,14,10,856,722
Hill Weber,20170913,1000,41.15,-111.99,1370,2.01709E+11,9,10,Fall,30.41382,30.31181,11.61612,9,10,853.4,722
Hill Weber,20170913,1100,41.15,-111.99,1370,2.01709E+11,9,11,Fall,22.24731,34.15634,14.18855,6,10,853.4,722
Hill Weber,20170913,1200,41.15,-111.99,1370,2.01709E+11,9,12,Fall,24.20654,30.91858,1.32498,7,10,853.1,140
Hill Weber,20170913,1300,41.15,-111.99,1370,2.01709E+11,9,13,Fall,21.97876,36.07735,22.02001,6,10,852.5,150
Hill Weber,20170913,1400,41.15,-111.99,1370,2.01709E+11,9,14,Fall,14.47754,42.56546,17.69448,7,10,851.6,140
Hill Weber,20170913,1500,41.15,-111.99,1370,2.01709E+11,9,15,Fall,10.82153,50.30235,16.40177,6,10,850.8,722
